1	0.0221822	0.0352542	0.0153548	0.0252929	0.0512147	0.0192987	0.0179707	0.0445104	0.0288081
2	0.0356029	0.0552552	0.0152896	0.0413426	0.0804007	0.0196264	0.0486486	0.0609207	0.0283158
3	0.0371313	0.0618162	0.0154351	0.0479368	0.0900442	0.0199918	0.0492624	0.0682269	0.0266825
1	0.0221822	0.0352542	0.0153548	0.0252929	0.0512147	0.0192987	0.0179707	0.0445104	0.0288081
2	0.0356029	0.0552552	0.0152896	0.0413426	0.0804007	0.0196264	0.0486486	0.0609207	0.0283158
3	0.0371313	0.0618162	0.0154351	0.0479368	0.0900442	0.0199918	0.0492624	0.0682269	0.0266825
4	0.0354817	0.0631718	0.015763	0.0478484	0.0902833	0.0201056	0.0472019	0.0932298	0.0243021
5	0.0345429	0.0586953	0.0160474	0.0414306	0.0787749	0.0199235	0.0460049	0.0867976	0.0246534
